EmoEmilia	EmoEmilia_ZH_B00090_S00350_W000000.wav	anger	那就没什么好说的了。贝利亚,就让我粉碎你的计划吧。	你们这群蔬菜战士居然让我出丑接下来看我的厉害启动前进模式轰轰轰
ASVP-ESD	ASVP-ESD_03-01-05-02-20-05-01-03-01-03.wav	anger	還欣你活到頭了你呀你不是想死嗎你去死哎呀去死	什么其他的东西一概不许想手机里面游戏全部给我卸掉不让你瞎牛装我让你瞎牛装我再看你再装一次游戏我告诉你我把你手机给砸了信不信
ASVP-ESD	ASVP-ESD_03-01-05-01-07-19-02-03-01-03.wav	anger	什么其他的东西一概不许想手机里面游戏全部给我卸掉不让你瞎牛装我让你瞎牛装我再看你再装一次游戏我告诉你我把你手机给砸了信不信	恭喜你有俩破钱就以为自己了不起了吃不着葡萄说葡萄酸有意思了你
ASVP-ESD	ASVP-ESD_03-01-05-02-03-01-02-03-01-02.wav	anger	恭喜你有俩破钱就以为自己了不起了吃不着葡萄说葡萄酸有意思了你	你生米都快煮成熟饭了呀人家什么条件你也没办法了你是太不懂事了
ASVP-ESD	ASVP-ESD_03-01-05-01-00-13-02-03-01-02.wav	anger	你生米都快煮成熟饭了呀人家什么条件你也没办法了你是太不懂事了	分家的时候连个房子都没捞着现在这个家是我胡采缝的不愿带你们都快走走都走
ASVP-ESD	ASVP-ESD_03-01-05-02-13-01-02-03-01-02.wav	anger	分家的时候连个房子都没捞着现在这个家是我胡采缝的不愿带你们都快走走都走	我告诉你们啊今天是我这个外上啊大喜的日子福大于天 喜大于地天地独在 有成功不能暴露的说错了
ASVP-ESD	ASVP-ESD_03-01-05-02-32-20-02-03-01-02.wav	anger	我告诉你们啊今天是我这个外上啊大喜的日子福大于天 喜大于地天地独在 有成功不能暴露的说错了	是不是我就不明白了他小时候跟咱们挺好的现在怎么变得这么浑呢难道我们做错了吗
ASVP-ESD	ASVP-ESD_03-01-05-02-04-38-02-03-01-02.wav	anger	是不是我就不明白了他小时候跟咱们挺好的现在怎么变得这么浑呢难道我们做错了吗	我跟你講你將來總有一天知道這個世界上只有你父母對你最好別人都是瞎扯你總有一天你能明白這個大事你會知道
ASVP-ESD	ASVP-ESD_03-01-05-01-00-13-02-03-01-03.wav	anger	我跟你講你將來總有一天知道這個世界上只有你父母對你最好別人都是瞎扯你總有一天你能明白這個大事你會知道	不是觉得自己名声臭了吗拿我当门帘子挡一挡这事我这辈子就算打一辈子光棍子我也不干这事我的事不用你
ASVP-ESD	ASVP-ESD_03-01-05-02-12-04-02-03-01-02.wav	anger	不是觉得自己名声臭了吗拿我当门帘子挡一挡这事我这辈子就算打一辈子光棍子我也不干这事我的事不用你	一见他你就不开心对不对你就跟我发火我都不能见他我什么时候不让你去见他了
ASVP-ESD	ASVP-ESD_03-01-05-01-09-33-02-03-01-04.wav	anger	一见他你就不开心对不对你就跟我发火我都不能见他我什么时候不让你去见他了	送人情是有成本的凡事它都有价格的你帮了他让他念你个好怎么了
ASVP-ESD	ASVP-ESD_03-01-05-02-17-14-02-03-01-03.wav	anger	送人情是有成本的凡事它都有价格的你帮了他让他念你个好怎么了	我不允许我不允许
ASVP-ESD	ASVP-ESD_03-01-05-02-04-13-02-03-01-02.wav	anger	我不允许我不允许	昨天还给咱们拉脸子发脾气刚才摔门怎么他还想让咱们给他赔礼道歉
ASVP-ESD	ASVP-ESD_03-01-05-02-04-38-02-03-01-01.wav	anger	昨天还给咱们拉脸子发脾气刚才摔门怎么他还想让咱们给他赔礼道歉	我是考了全班倒底还是考了全年级倒底还是全区倒底啊
ASVP-ESD	ASVP-ESD_03-01-05-01-11-32-03-03-01-01.wav	anger	我是考了全班倒底还是考了全年级倒底还是全区倒底啊	喪良心的,抽的是哪股风啊那男爷不提离婚,他倒提离婚
ASVP-ESD	ASVP-ESD_03-01-05-02-18-05-01-03-01-02.wav	anger	喪良心的,抽的是哪股风啊那男爷不提离婚,他倒提离婚	把我也给打上了你要再这样啊我不管我姐怎么样我抬屁股就走你信不信你睁眼看看来你把眼睛睁开
ASVP-ESD	ASVP-ESD_03-01-05-02-01-04-02-03-01-02.wav	anger	把我也给打上了你要再这样啊我不管我姐怎么样我抬屁股就走你信不信你睁眼看看来你把眼睛睁开	大当着那么多人的面把我嫂子给喊去了这回她肯定得跟他离婚了你说你瞎哭的啥啊你
ASVP-ESD	ASVP-ESD_03-01-05-02-24-02-02-03-01-02.wav	anger	大当着那么多人的面把我嫂子给喊去了这回她肯定得跟他离婚了你说你瞎哭的啥啊你	都学会跟你爸里应外合了是吧好玩吗
ASVP-ESD	ASVP-ESD_03-01-05-01-09-33-02-03-01-01.wav	anger	都学会跟你爸里应外合了是吧好玩吗	李白零要逼著你同家線做這種事你沒辦法硬著頭皮來配合我你摸摸自己良心是不是美
ASVP-ESD	ASVP-ESD_03-01-05-02-11-12-02-03-01-01.wav	anger	李白零要逼著你同家線做這種事你沒辦法硬著頭皮來配合我你摸摸自己良心是不是美	你饭都不让我吃你把我拉回来你什么意思呀再说你平时老拿我跟别人什么这扭事
ASVP-ESD	ASVP-ESD_03-01-05-01-11-32-03-03-01-02.wav	anger	你饭都不让我吃你把我拉回来你什么意思呀再说你平时老拿我跟别人什么这扭事	我一直以为是童话街勾引的女人没想到你这么家还他妈也都不放你我回去就写材料你等着被公司开除吧你
ASVP-ESD	ASVP-ESD_03-01-05-01-03-31-02-03-01-77.wav	anger	我一直以为是童话街勾引的女人没想到你这么家还他妈也都不放你我回去就写材料你等着被公司开除吧你	他这是来捣乱什么乱啊我知道
ASVP-ESD	ASVP-ESD_03-01-05-01-09-33-02-03-01-03.wav	anger	他这是来捣乱什么乱啊我知道	他就回来拿个相册你发生了火干嘛他是哪一个相册吗
ASVP-ESD	ASVP-ESD_03-01-05-01-09-33-02-03-01-02.wav	anger	他就回来拿个相册你发生了火干嘛他是哪一个相册吗	道歉他跟你道歉给你赔手机给你修手机这是天经地义的事而且我们俩还有事没完呢跟你没关系
ASVP-ESD	ASVP-ESD_03-01-05-02-10-32-03-03-01-77.wav	anger	道歉他跟你道歉给你赔手机给你修手机这是天经地义的事而且我们俩还有事没完呢跟你没关系	你别说我了,你也没跑到哪去,你有什么智慧啊
ASVP-ESD	ASVP-ESD_03-01-05-01-08-32-03-03-01-77.wav	anger	你别说我了,你也没跑到哪去,你有什么智慧啊	犯得着拿那个男孩子出来当挡箭牌吗你说到最后连怀孕的事这个借口
ASVP-ESD	ASVP-ESD_03-01-05-02-03-31-02-03-01-01.wav	anger	犯得着拿那个男孩子出来当挡箭牌吗你说到最后连怀孕的事这个借口	拉着董家亮直接去那找领导谈了你说喜洋洋谁是领导我是经理他是副经理啊把我们两个甩了直接跟人谈这不就篡权吗
ASVP-ESD	ASVP-ESD_03-01-05-01-01-02-02-03-01-02.wav	anger	拉着董家亮直接去那找领导谈了你说喜洋洋谁是领导我是经理他是副经理啊把我们两个甩了直接跟人谈这不就篡权吗	认可你是不是就想借机离开妈妈不想让妈妈管你啊
ASVP-ESD	ASVP-ESD_03-01-05-01-16-33-02-03-01-04.wav	anger	认可你是不是就想借机离开妈妈不想让妈妈管你啊	又是你个头友到底怎么回事说
ASVP-ESD	ASVP-ESD_03-01-05-01-06-19-02-03-01-77.wav	anger	又是你个头友到底怎么回事说	现在英子现在进快班了他现在是在高考现在是最重要的时候能不能不要再来
ASVP-ESD	ASVP-ESD_03-01-05-02-01-33-02-03-01-02.wav	anger	现在英子现在进快班了他现在是在高考现在是最重要的时候能不能不要再来	一窝蜂地都去抢钱这叫啥事啊这种事能叫人大牙笑掉二牙郎当半年都讲不完
ASVP-ESD	ASVP-ESD_03-01-05-02-14-05-01-03-01-02.wav	anger	一窝蜂地都去抢钱这叫啥事啊这种事能叫人大牙笑掉二牙郎当半年都讲不完	啥钱?啥?买手机?哎呀,我的活祖宗,你买个烧鸡吃吧,那还能补补身子你买手机有啥用啊?
ASVP-ESD	ASVP-ESD_03-01-05-01-08-01-02-03-01-02.wav	anger	啥钱?啥?买手机?哎呀,我的活祖宗,你买个烧鸡吃吧,那还能补补身子你买手机有啥用啊?	你是蓝月想跟你离还是你想跟蓝月离
ASVP-ESD	ASVP-ESD_03-01-05-02-19-05-01-03-01-02.wav	anger	你是蓝月想跟你离还是你想跟蓝月离	万一有个三长两短你说孩子没了我这么多年我忙活什么呢那跟分数比起来哪个重要
ASVP-ESD	ASVP-ESD_03-01-05-02-02-34-02-03-01-02.wav	anger	万一有个三长两短你说孩子没了我这么多年我忙活什么呢那跟分数比起来哪个重要	我懷念啊我告訴你現在要不是上面裡面有鷹子我早就可以扔光了我可以燒了喬麥東
ASVP-ESD	ASVP-ESD_03-01-05-02-01-33-02-03-01-01.wav	anger	我懷念啊我告訴你現在要不是上面裡面有鷹子我早就可以扔光了我可以燒了喬麥東	你喜欢天文妈妈是支持的对吧可是在这个专业系
ASVP-ESD	ASVP-ESD_03-01-05-01-16-33-02-03-01-02.wav	anger	你喜欢天文妈妈是支持的对吧可是在这个专业系	到这了我已经努力到极限这分已经提不上去了你知道吗我可能智商就是没有英子来而他们智商
ASVP-ESD	ASVP-ESD_03-01-05-01-13-32-03-03-01-02.wav	anger	到这了我已经努力到极限这分已经提不上去了你知道吗我可能智商就是没有英子来而他们智商	中文字幕志愿者 李宗盛
ASVP-ESD	ASVP-ESD_03-01-05-02-08-38-02-03-01-02.wav	anger	中文字幕志愿者 李宗盛	你之前你要死要活演戏给我们看行啊现在你说实话了叫我抓住了是不是给我挤点猫尿干什么
ASVP-ESD	ASVP-ESD_03-01-05-01-17-04-02-03-01-02.wav	anger	你之前你要死要活演戏给我们看行啊现在你说实话了叫我抓住了是不是给我挤点猫尿干什么	法律规定有家有孩子的不能在公司中设任重要的工作哪条法律规定的呀他是没家没孩子呀对呀他四十二了他连男朋友都没有吧
ASVP-ESD	ASVP-ESD_03-01-05-01-10-19-02-03-01-02.wav	anger	法律规定有家有孩子的不能在公司中设任重要的工作哪条法律规定的呀他是没家没孩子呀对呀他四十二了他连男朋友都没有吧	那到一模的时候那就是五百五那到高考的时候就是六百分六百分咱就能自己选大学了放一百虽然我知道有可能是选不了但是妈咱啥也都赶紧拉拉拉妈妈妈妈妈妈妈
ASVP-ESD	ASVP-ESD_03-01-05-02-01-19-02-03-01-77.wav	anger	那到一模的时候那就是五百五那到高考的时候就是六百分六百分咱就能自己选大学了放一百虽然我知道有可能是选不了但是妈咱啥也都赶紧拉拉拉妈妈妈妈妈妈妈	背后说过他什么吗从来没说过吧你爱结婚不结婚那是你的自由千万别拿别人的私生活攻击他的工作没本事的人才这么干
ASVP-ESD	ASVP-ESD_03-01-05-01-10-19-02-03-01-03.wav	anger	背后说过他什么吗从来没说过吧你爱结婚不结婚那是你的自由千万别拿别人的私生活攻击他的工作没本事的人才这么干	开这个法拉利去学校这本来就违反校地校规的并且给我们家庭造成了极其恶劣的影响你必须道歉
ASVP-ESD	ASVP-ESD_03-01-05-02-08-38-02-03-01-03.wav	anger	开这个法拉利去学校这本来就违反校地校规的并且给我们家庭造成了极其恶劣的影响你必须道歉	但我情商比他们高啊人都各有所长各有所短我学习不好但我在别的方面就是比他们高
ASVP-ESD	ASVP-ESD_03-01-05-01-13-32-03-03-01-03.wav	anger	但我情商比他们高啊人都各有所长各有所短我学习不好但我在别的方面就是比他们高	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
ASVP-ESD	ASVP-ESD_03-01-05-01-16-33-02-03-01-03.wav	anger	请不吝点赞 订阅 转发 打赏支持明镜与点点栏目	你找不着了,还不告诉我们一声你俩是不是想讹我两千块钱呢
ASVP-ESD	ASVP-ESD_03-01-05-01-07-04-02-03-01-02.wav	anger	你找不着了,还不告诉我们一声你俩是不是想讹我两千块钱呢	我沒辦法,我都是被你逼的你能不能像個正常的人把心思全部放在學習上,不要放在亂七八糟上面我保證我以後絕對不管你了
ASVP-ESD	ASVP-ESD_03-01-05-02-21-19-02-03-01-77.wav	anger	我沒辦法,我都是被你逼的你能不能像個正常的人把心思全部放在學習上,不要放在亂七八糟上面我保證我以後絕對不管你了	提前都准备了就得有天赋就得找老师你突然来这一下你是不是想一出
ASVP-ESD	ASVP-ESD_03-01-05-02-19-19-02-03-01-03.wav	anger	提前都准备了就得有天赋就得找老师你突然来这一下你是不是想一出	老叔,你说说吧
ASVP-ESD	ASVP-ESD_03-01-05-02-17-05-01-03-01-02.wav	anger	老叔,你说说吧	再说了,你哪只眼睛看着我没努力了?我怎么就没努力了?我智商已经...
ASVP-ESD	ASVP-ESD_03-01-05-01-13-32-03-03-01-01.wav	anger	再说了,你哪只眼睛看着我没努力了?我怎么就没努力了?我智商已经...	看来你还是没有认清你自己的错误合着我之前跟你说的都白说了啊好好我再跟你说一遍啊表情
ASVP-ESD	ASVP-ESD_03-01-05-02-08-38-02-03-01-01.wav	anger	看来你还是没有认清你自己的错误合着我之前跟你说的都白说了啊好好我再跟你说一遍啊表情	我哪点搞不定啊他胡说什么呢我是家庭妇女吗我有家有孩子怎么了国家哪条
ASVP-ESD	ASVP-ESD_03-01-05-01-10-19-02-03-01-01.wav	anger	我哪点搞不定啊他胡说什么呢我是家庭妇女吗我有家有孩子怎么了国家哪条	齊老闆這個辦法吧他是有點損但他能救你的命嗎
ASVP-ESD	ASVP-ESD_03-01-05-02-13-04-02-03-01-02.wav	anger	齊老闆這個辦法吧他是有點損但他能救你的命嗎	那是一个职业明星是什么明星跟这个职业回事吗想一出事还有一个不是你不要拍我了还有一个你现在去搞这个东西你来得及吗人家一考提前
ASVP-ESD	ASVP-ESD_03-01-05-02-19-19-02-03-01-02.wav	anger	那是一个职业明星是什么明星跟这个职业回事吗想一出事还有一个不是你不要拍我了还有一个你现在去搞这个东西你来得及吗人家一考提前	也不出 整天就黏着那个董家亮小林我告诉你啊你要再在这块这样气我赶紧给我滚回去
ASVP-ESD	ASVP-ESD_03-01-05-01-10-01-02-03-01-03.wav	anger	也不出 整天就黏着那个董家亮小林我告诉你啊你要再在这块这样气我赶紧给我滚回去	童老板那人多好就不跟人家出那蓝天儿没有多少钱但也够意思了一下就给你拿出十万块钱来你呢这个也不谈
ASVP-ESD	ASVP-ESD_03-01-05-01-10-01-02-03-01-02.wav	anger	童老板那人多好就不跟人家出那蓝天儿没有多少钱但也够意思了一下就给你拿出十万块钱来你呢这个也不谈	都扯淡了饿三天给个饼子全换
ASVP-ESD	ASVP-ESD_03-01-05-01-01-04-02-03-01-03.wav	anger	都扯淡了饿三天给个饼子全换	你变电了,把事情搞砸了,你怨我,动了腾血阎王爷,你跟我刮到边儿吧你你说你还摔东西,你个小烟儿吧你,羞耽,大脸盆的心死得了
ASVP-ESD	ASVP-ESD_03-01-05-02-12-08-02-03-01-02.wav	anger	你变电了,把事情搞砸了,你怨我,动了腾血阎王爷,你跟我刮到边儿吧你你说你还摔东西,你个小烟儿吧你,羞耽,大脸盆的心死得了	哼,北京是个堵车,都是你们这些女司机搞的
ASVP-ESD	ASVP-ESD_03-01-05-02-06-14-02-03-01-77.wav	anger	哼,北京是个堵车,都是你们这些女司机搞的	你告我你俩是不是一个鼻孔出现了滚滚
ASVP-ESD	ASVP-ESD_03-01-05-02-14-06-02-03-01-02.wav	anger	你告我你俩是不是一个鼻孔出现了滚滚	你什么意思啊 童文杰大家谁不是加班到八九点钟就你搞特殊每天卡着点来卡着点来
ASVP-ESD	ASVP-ESD_03-01-05-01-01-31-02-03-01-01.wav	anger	你什么意思啊 童文杰大家谁不是加班到八九点钟就你搞特殊每天卡着点来卡着点来	走你这样对大家公平吗我作为领导我看在眼里我这一碗水我不能不
ASVP-ESD	ASVP-ESD_03-01-05-01-01-31-02-03-01-02.wav	anger	走你这样对大家公平吗我作为领导我看在眼里我这一碗水我不能不	44.4元
CASIA	CASIA_208-angry-ZhaoZuoxiang.wav	anger	44.4元	厂家提供原料
CASIA	CASIA_237-angry-liuchanhg.wav	anger	厂家提供原料	我马上拿来
CASIA	CASIA_202-angry-ZhaoZuoxiang.wav	anger	我马上拿来	公司开设讲座
CASIA	CASIA_246-angry-ZhaoZuoxiang.wav	anger	公司开设讲座	工厂增大产值
CASIA	CASIA_233-angry-ZhaoZuoxiang.wav	anger	工厂增大产值	工人生产手表
CASIA	CASIA_239-angry-ZhaoZuoxiang.wav	anger	工人生产手表	国际进行合作
CASIA	CASIA_236-angry-liuchanhg.wav	anger	国际进行合作	政府干预市场
CASIA	CASIA_235-angry-liuchanhg.wav	anger	政府干预市场	石头侠和牛
CASIA	CASIA_205-angry-ZhaoZuoxiang.wav	anger	石头侠和牛	上海开放港口
CASIA	CASIA_241-angry-ZhaoZuoxiang.wav	anger	上海开放港口	居民购买房屋
CASIA	CASIA_234-angry-liuchanhg.wav	anger	居民购买房屋	居民购买房屋
CASIA	CASIA_234-angry-ZhaoZuoxiang.wav	anger	居民购买房屋	苏联代表世界
CASIA	CASIA_213-angry-wangzhe.wav	anger	苏联代表世界	噪音产生污染
CASIA	CASIA_232-angry-liuchanhg.wav	anger	噪音产生污染	小宝逮老鼠
CASIA	CASIA_206-angry-ZhaoZuoxiang.wav	anger	小宝逮老鼠	古民丧失信心
CASIA	CASIA_248-angry-ZhaoZuoxiang.wav	anger	古民丧失信心	工厂增大产值
CASIA	CASIA_233-angry-liuchanhg.wav	anger	工厂增大产值	厂家提供原料
CASIA	CASIA_237-angry-ZhaoZuoxiang.wav	anger	厂家提供原料	北京召开奥运
CASIA	CASIA_242-angry-ZhaoZuoxiang.wav	anger	北京召开奥运	就是下雨也去
CASIA	CASIA_201-angry-ZhaoZuoxiang.wav	anger	就是下雨也去	竞争增加效益
CASIA	CASIA_230-angry-liuchanhg.wav	anger	竞争增加效益	汽车排出尾气
CASIA	CASIA_228-angry-liuchanhg.wav	anger	汽车排出尾气	美国垄断市场
CASIA	CASIA_222-angry-wangzhe.wav	anger	美国垄断市场	天空变成蓝色
CASIA	CASIA_244-angry-wangzhe.wav	anger	天空变成蓝色	竞争增加效益
CASIA	CASIA_230-angry-ZhaoZuoxiang.wav	anger	竞争增加效益	家具搬到房间
CASIA	CASIA_245-angry-ZhaoZuoxiang.wav	anger	家具搬到房间	团结产生力量
CASIA	CASIA_231-angry-liuchanhg.wav	anger	团结产生力量	团结产生力量
CASIA	CASIA_231-angry-ZhaoZuoxiang.wav	anger	团结产生力量	天空变成蓝色
CASIA	CASIA_244-angry-ZhaoZuoxiang.wav	anger	天空变成蓝色	工作还有困难
CASIA	CASIA_225-angry-liuchanhg.wav	anger	工作还有困难	我们需要帮助
CASIA	CASIA_224-angry-liuchanhg.wav	anger	我们需要帮助	国际进行合作
CASIA	CASIA_236-angry-ZhaoZuoxiang.wav	anger	国际进行合作	国家改革企业
CASIA	CASIA_227-angry-liuchanhg.wav	anger	国家改革企业	苏梅打扫房间
CASIA	CASIA_243-angry-ZhaoZuoxiang.wav	anger	苏梅打扫房间	笑话逗得大家开心
CASIA	CASIA_249-angry-ZhaoZuoxiang.wav	anger	笑话逗得大家开心	员工询问老板
CASIA	CASIA_226-angry-liuchanhg.wav	anger	员工询问老板	笑话逗得大家开心
CASIA	CASIA_249-angry-zhaoquanyin.wav	anger	笑话逗得大家开心	打月去种菜
CASIA	CASIA_207-angry-ZhaoZuoxiang.wav	anger	打月去种菜	世界变得和平
CASIA	CASIA_220-angry-liuchanhg.wav	anger	世界变得和平	工人生产手表
CASIA	CASIA_239-angry-liuchanhg.wav	anger	工人生产手表	老师教授知识
CASIA	CASIA_240-angry-ZhaoZuoxiang.wav	anger	老师教授知识	政府干预市场
CASIA	CASIA_235-angry-ZhaoZuoxiang.wav	anger	政府干预市场	工人生产手表
CASIA	CASIA_239-angry-wangzhe.wav	anger	工人生产手表	国华来文成
CASIA	CASIA_204-angry-ZhaoZuoxiang.wav	anger	国华来文成	市场制造机
CASIA	CASIA_221-angry-liuchanhg.wav	anger	市场制造机	农民种植果树
CASIA	CASIA_238-angry-liuchanhg.wav	anger	农民种植果树	农民种植果树
CASIA	CASIA_238-angry-ZhaoZuoxiang.wav	anger	农民种植果树	美国垄断市场
CASIA	CASIA_222-angry-liuchanhg.wav	anger	美国垄断市场	职员完成任务
CASIA	CASIA_247-angry-ZhaoZuoxiang.wav	anger	职员完成任务	噪音产生污染
CASIA	CASIA_232-angry-ZhaoZuoxiang.wav	anger	噪音产生污染	孙莹开飞机
CASIA	CASIA_203-angry-ZhaoZuoxiang.wav	anger	孙莹开飞机	集团进行改革
CASIA	CASIA_223-angry-liuchanhg.wav	anger	集团进行改革	世界变得和平
CASIA	CASIA_220-angry-ZhaoZuoxiang.wav	anger	世界变得和平	苏联代表世界
CASIA	CASIA_213-angry-liuchanhg.wav	anger	苏联代表世界	北京召开奥运
CASIA	CASIA_242-angry-liuchanhg.wav	anger	北京召开奥运	农民盖起厂房
CASIA	CASIA_212-angry-liuchanhg.wav	anger	农民盖起厂房	苏梅打扫房间
CASIA	CASIA_243-angry-liuchanhg.wav	anger	苏梅打扫房间	人们保留资格
CASIA	CASIA_211-angry-ZhaoZuoxiang.wav	anger	人们保留资格	老师教授知识
CASIA	CASIA_240-angry-liuchanhg.wav	anger	老师教授知识	国家改革企业
CASIA	CASIA_227-angry-ZhaoZuoxiang.wav	anger	国家改革企业	四万四十块
CASIA	CASIA_208-angry-liuchanhg.wav	anger	四万四十块	上海开放港口
CASIA	CASIA_241-angry-liuchanhg.wav	anger	上海开放港口	一行拥有保安
CASIA	CASIA_210-angry-liuchanhg.wav	anger	一行拥有保安	你们称呼长辈
CASIA	CASIA_216-angry-ZhaoZuoxiang.wav	anger	你们称呼长辈	职员完成任务
CASIA	CASIA_247-angry-liuchanhg.wav	anger	职员完成任务	你们称呼长辈
CASIA	CASIA_216-angry-liuchanhg.wav	anger	你们称呼长辈	阳光使得你们温暖
CASIA	CASIA_250-angry-zhaoquanyin.wav	anger	阳光使得你们温暖	我们需要帮助
CASIA	CASIA_224-angry-ZhaoZuoxiang.wav	anger	我们需要帮助	公司开设讲座
CASIA	CASIA_246-angry-liuchanhg.wav	anger	公司开设讲座	形状成为水壶
CASIA	CASIA_217-angry-liuchanhg.wav	anger	形状成为水壶	下雨耽误工作
CASIA	CASIA_215-angry-ZhaoZuoxiang.wav	anger	下雨耽误工作	农民盖起厂房
CASIA	CASIA_212-angry-zhaoquanyin.wav	anger	农民盖起厂房	烟囱冒出浓烟
CASIA	CASIA_229-angry-ZhaoZuoxiang.wav	anger	烟囱冒出浓烟	集团进行改革
CASIA	CASIA_223-angry-ZhaoZuoxiang.wav	anger	集团进行改革	台球很有意思
CASIA	CASIA_214-angry-liuchanhg.wav	anger	台球很有意思	家具搬到房间
CASIA	CASIA_245-angry-liuchanhg.wav	anger	家具搬到房间	农民盖其厂房
CASIA	CASIA_212-angry-ZhaoZuoxiang.wav	anger	农民盖其厂房	下雨耽误工作
CASIA	CASIA_215-angry-liuchanhg.wav	anger	下雨耽误工作	天空变成蓝色
CASIA	CASIA_244-angry-liuchanhg.wav	anger	天空变成蓝色	笑话逗得大家开心
CASIA	CASIA_249-angry-liuchanhg.wav	anger	笑话逗得大家开心	他们到达这里
CASIA	CASIA_218-angry-liuchanhg.wav	anger	他们到达这里	苏联代表世界
CASIA	CASIA_213-angry-ZhaoZuoxiang.wav	anger	苏联代表世界	阳光使得你们温暖
CASIA	CASIA_250-angry-liuchanhg.wav	anger	阳光使得你们温暖	就是下雨也去
CASIA	CASIA_201-angry-liuchanhg.wav	anger	就是下雨也去	美国垄断市场
CASIA	CASIA_222-angry-ZhaoZuoxiang.wav	anger	美国垄断市场	你们殴打他们
CASIA	CASIA_219-angry-liuchanhg.wav	anger	你们殴打他们	汽车排出尾气
CASIA	CASIA_228-angry-ZhaoZuoxiang.wav	anger	汽车排出尾气	孙胤开飞机
CASIA	CASIA_203-angry-liuchanhg.wav	anger	孙胤开飞机	台球很有意思
CASIA	CASIA_214-angry-ZhaoZuoxiang.wav	anger	台球很有意思	工作还有困难
CASIA	CASIA_225-angry-ZhaoZuoxiang.wav	anger	工作还有困难	老师教授知识
CASIA	CASIA_240-angry-zhaoquanyin.wav	anger	老师教授知识	阳光使得你们温暖
CASIA	CASIA_250-angry-ZhaoZuoxiang.wav	anger	阳光使得你们温暖	我马上拿来
CASIA	CASIA_202-angry-liuchanhg.wav	anger	我马上拿来	形状成为水壶
CASIA	CASIA_217-angry-ZhaoZuoxiang.wav	anger	形状成为水壶	石头侠和牛
CASIA	CASIA_205-angry-liuchanhg.wav	anger	石头侠和牛	员工询问老板
CASIA	CASIA_226-angry-ZhaoZuoxiang.wav	anger	员工询问老板	银行拥有保安
CASIA	CASIA_210-angry-ZhaoZuoxiang.wav	anger	银行拥有保安	小宝带老鼠
CASIA	CASIA_206-angry-liuchanhg.wav	anger	小宝带老鼠	笑话逗得大家开心
CASIA	CASIA_249-angry-wangzhe.wav	anger	笑话逗得大家开心	市场制造机
CASIA	CASIA_221-angry-ZhaoZuoxiang.wav	anger	市场制造机	怎么着啊 关我屁事
M3ED	M3ED_A_zhengfu_18_18.wav	anger	怎么着啊 关我屁事	我也沒做什麼對不起你的事情
M3ED	M3ED_B_yujianwanglichuan_3_11.wav	anger	我也沒做什麼對不起你的事情	第一個推薦的就是你不信
M3ED	M3ED_B_xueselangman_7_13.wav	anger	第一個推薦的就是你不信	不是我教怪是你太苛刻了
M3ED	M3ED_B_humamaoba_9_35.wav	anger	不是我教怪是你太苛刻了	你为什么要发誓既然问心无愧你为什么不敢发誓
M3ED	M3ED_A_dahaoshiguang_9_40.wav	anger	你为什么要发誓既然问心无愧你为什么不敢发誓	而且贈品它絕對沒有假貨
M3ED	M3ED_A_humamaoba_15_14.wav	anger	而且贈品它絕對沒有假貨	我们家露露聪明
M3ED	M3ED_A_jiayouernv_1_15.wav	anger	我们家露露聪明	你刚刚不是说让我冷静吗冷静
M3ED	M3ED_A_anjia_17_16.wav	anger	你刚刚不是说让我冷静吗冷静	今天我要钱是要定
M3ED	M3ED_B_zhengfu_10_30.wav	anger	今天我要钱是要定	公社開會我是第一個發言的
M3ED	M3ED_B_xueselangman_7_12.wav	anger	公社開會我是第一個發言的	没事就去往墙家遇人吗
M3ED	M3ED_B_dahaoshiguang_14_26.wav	anger	没事就去往墙家遇人吗	你干吗对我那么凶啊
M3ED	M3ED_B_yujianwanglichuan_3_10.wav	anger	你干吗对我那么凶啊	我冷面无情你离我远点啊
M3ED	M3ED_B_zhengyangmenxia_8_8.wav	anger	我冷面无情你离我远点啊	我可不可以換你一句真話
M3ED	M3ED_B_humamaoba_19_16.wav	anger	我可不可以換你一句真話	能把我怎么样？怎么样？
M3ED	M3ED_A_zhengfu_18_25.wav	anger	能把我怎么样？怎么样？	你了解她什么她我
M3ED	M3ED_A_woshiyuhuanshui_7_38.wav	anger	你了解她什么她我	压根就没给自己留后路对吧现在面
M3ED	M3ED_A_doutinghao_5_24.wav	anger	压根就没给自己留后路对吧现在面	谁不疼自己的亲爱的孙子呀
M3ED	M3ED_B_jiayouernv_4_19.wav	anger	谁不疼自己的亲爱的孙子呀	那您要不信您自己找专家去
M3ED	M3ED_B_zhengyangmenxia_17_25.wav	anger	那您要不信您自己找专家去	你是不是想利用他接近元浩啊
M3ED	M3ED_A_dahaoshiguang_15_8.wav	anger	你是不是想利用他接近元浩啊	陈江河 你是一个商人
M3ED	M3ED_B_jimaofeishangtian_15_9.wav	anger	陈江河 你是一个商人	没法跟你一块教育他们
M3ED	M3ED_A_jiayouernv_4_33.wav	anger	没法跟你一块教育他们	你们这帮律师真的是靠嘴吃饭的啊
M3ED	M3ED_A_anjia_17_14.wav	anger	你们这帮律师真的是靠嘴吃饭的啊	我手艺上肯定有很大上升空间
M3ED	M3ED_A_womendexinshidai_7_6.wav	anger	我手艺上肯定有很大上升空间	那你也不能让孩子去吃猫粮啊
